<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.03	01:00:00	1149.71	1152.32	1149.44	1150.17	1229	0	40
2017.01.03	01:30:00	1150.17	1150.45	1149.36	1150.25	1605	0	40
2017.01.03	02:00:00	1150.25	1151.57	1149.78	1150.22	2046	0	40
2017.01.03	02:30:00	1150.22	1150.89	1149.59	1150.72	1594	0	40
2017.01.03	03:00:00	1150.82	1156.08	1150.32	1155.09	2199	0	40
2017.01.03	03:30:00	1155.06	1156.73	1154.89	1156.05	1910	0	40
2017.01.03	04:00:00	1156.13	1158.63	1154.84	1158.13	1772	0	40
2017.01.03	04:30:00	1158.22	1158.37	1156.51	1157.10	1594	0	40
2017.01.03	05:00:00	1157.07	1157.29	1155.93	1156.72	1387	0	40
2017.01.03	05:30:00	1156.72	1157.08	1156.39	1156.77	735	0	40
2017.01.03	06:00:00	1156.77	1157.44	1156.65	1156.76	1084	0	40
2017.01.03	06:30:00	1156.76	1157.37	1156.72	1157.30	1042	0	40
2017.01.03	07:00:00	1157.30	1157.35	1156.57	1156.89	1099	0	40
2017.01.03	07:30:00	1156.89	1157.92	1156.78	1157.70	1747	0	40
2017.01.03	08:00:00	1157.70	1158.30	1157.51	1158.00	1333	0	40
2017.01.03	08:30:00	1158.01	1158.59	1157.00	1157.40	1495	0	40
2017.01.03	09:00:00	1157.40	1157.41	1152.15	1152.56	3295	0	40
2017.01.03	09:30:00	1152.52	1153.55	1152.31	1152.99	2582	0	40
2017.01.03	10:00:00	1152.95	1154.36	1150.90	1151.55	3776	0	40
2017.01.03	10:30:00	1151.54	1152.45	1150.43	1151.42	3399	0	40
2017.01.03	11:00:00	1151.43	1151.84	1150.00	1150.20	3509	0	40
2017.01.03	11:30:00	1150.22	1150.28	1147.52	1148.05	4065	0	40
2017.01.03	12:00:00	1148.03	1148.51	1146.73	1147.75	3307	0	40
2017.01.03	12:30:00	1147.79	1148.40	1146.60	1146.71	2064	0	40
2017.01.03	13:00:00	1146.68	1148.24	1145.92	1146.51	2910	0	40
2017.01.03	13:30:00	1146.52	1148.70	1146.39	1148.50	2622	0	40
2017.01.03	14:00:00	1148.48	1148.91	1147.70	1147.78	2615	0	40
2017.01.03	14:30:00	1147.78	1148.67	1147.15	1148.60	2738	0	40
2017.01.03	15:00:00	1148.60	1151.21	1148.41	1149.35	4247	0	40
2017.01.03	15:30:00	1149.35	1150.75	1149.35	1150.55	2312	0	40
2017.01.03	16:00:00	1150.60	1150.85	1146.63	1150.44	3236	0	40
2017.01.03	16:30:00	1150.53	1155.44	1150.41	1153.79	5424	0	40
2017.01.03	17:00:00	1153.79	1153.79	1147.75	1150.63	7768	0	40
2017.01.03	17:30:00	1150.63	1155.79	1149.73	1154.76	6788	0	40
2017.01.03	18:00:00	1154.76	1160.44	1153.37	1159.78	7533	0	40
2017.01.03	18:30:00	1159.76	1164.21	1158.79	1160.22	6499	0	40
2017.01.03	19:00:00	1160.23	1161.33	1158.47	1159.85	4141	0	40
2017.01.03	19:30:00	1159.83	1162.71	1159.83	1161.87	3292	0	40
2017.01.03	20:00:00	1161.91	1163.42	1160.43	1161.05	3365	0	40
2017.01.03	20:30:00	1161.03	1161.03	1159.12	1159.28	2724	0	40
2017.01.03	21:00:00	1159.27	1160.17	1158.96	1159.32	2447	0	40
2017.01.03	21:30:00	1159.30	1160.19	1158.74	1158.96	1751	0	40
2017.01.03	22:00:00	1158.97	1159.27	1157.23	1158.35	2554	0	40
2017.01.03	22:30:00	1158.37	1159.47	1156.58	1159.25	2588	0	40
2017.01.03	23:00:00	1159.24	1159.72	1158.42	1158.54	1187	0	40
2017.01.03	23:30:00	1158.54	1159.04	1157.93	1158.49	275	0	40
2017.01.04	01:00:00	1157.92	1159.15	1157.24	1157.59	883	0	40
2017.01.04	01:30:00	1157.54	1157.70	1156.88	1157.03	994	0	44
2017.01.04	02:00:00	1157.05	1157.10	1156.10	1156.52	1547	0	40
2017.01.04	02:30:00	1156.45	1158.19	1156.39	1156.90	2030	0	40
2017.01.04	03:00:00	1156.91	1158.45	1156.02	1157.53	1922	0	40
2017.01.04	03:30:00	1157.52	1158.15	1156.76	1157.35	2322	0	40
2017.01.04	04:00:00	1157.36	1159.45	1157.35	1159.24	1744	0	40
2017.01.04	04:30:00	1159.24	1160.73	1158.83	1160.62	1852	0	40
2017.01.04	05:00:00	1160.62	1160.82	1159.22	1160.37	3057	0	40
2017.01.04	05:30:00	1160.36	1161.42	1159.80	1161.03	2975	0	40
2017.01.04	06:00:00	1161.12	1161.52	1160.44	1160.86	1761	0	40
2017.01.04	06:30:00	1160.86	1161.14	1159.95	1160.03	1348	0	40
2017.01.04	07:00:00	1159.99	1160.73	1159.88	1160.33	999	0	40
2017.01.04	07:30:00	1160.33	1161.52	1159.62	1161.39	1431	0	40
2017.01.04	08:00:00	1161.38	1163.19	1160.88	1162.54	1470	0	40
2017.01.04	08:30:00	1162.55	1163.26	1161.08	1162.17	1938	0	40
2017.01.04	09:00:00	1162.14	1163.12	1161.51	1162.54	1298	0	40
2017.01.04	09:30:00	1162.59	1162.93	1161.13	1161.51	2117	0	40
2017.01.04	10:00:00	1161.51	1164.16	1160.66	1164.07	4323	0	40
2017.01.04	10:30:00	1164.04	1164.24	1161.72	1163.04	4100	0	40
2017.01.04	11:00:00	1163.04	1167.80	1162.97	1165.70	4194	0	40
2017.01.04	11:30:00	1165.77	1166.82	1164.91	1165.26	2748	0	40
2017.01.04	12:00:00	1165.27	1166.10	1164.76	1166.00	3080	0	40
2017.01.04	12:30:00	1166.00	1166.23	1164.44	1165.24	2406	0	40
2017.01.04	13:00:00	1165.24	1167.47	1165.24	1166.25	4082	0	40
2017.01.04	13:30:00	1166.27	1166.45	1164.86	1165.28	2781	0	40
2017.01.04	14:00:00	1165.28	1166.19	1163.85	1164.11	3358	0	40
2017.01.04	14:30:00	1164.13	1166.07	1164.01	1165.37	2640	0	40
2017.01.04	15:00:00	1165.39	1167.77	1164.67	1164.88	5308	0	40
2017.01.04	15:30:00	1164.90	1165.85	1162.92	1164.11	3077	0	40
2017.01.04	16:00:00	1164.11	1165.62	1163.18	1165.42	2988	0	40
2017.01.04	16:30:00	1165.37	1165.76	1162.00	1164.85	6134	0	40
2017.01.04	17:00:00	1164.85	1166.21	1163.45	1165.06	5043	0	40
2017.01.04	17:30:00	1165.05	1166.43	1163.84	1165.39	5021	0	40
2017.01.04	18:00:00	1165.39	1165.52	1163.23	1163.46	4761	0	40
2017.01.04	18:30:00	1163.44	1165.44	1163.08	1164.98	2918	0	40
2017.01.04	19:00:00	1164.98	1167.15	1164.68	1166.33	2176	0	40
2017.01.04	19:30:00	1166.30	1166.76	1164.55	1164.80	1258	0	40
2017.01.04	20:00:00	1164.79	1165.92	1164.31	1164.53	2034	0	40
2017.01.04	20:30:00	1164.49	1164.49	1163.73	1163.88	2208	0	40
2017.01.04	21:00:00	1163.92	1166.64	1163.07	1163.53	4668	0	40
2017.01.04	21:30:00	1163.52	1163.72	1160.54	1162.63	3606	0	40
2017.01.04	22:00:00	1162.61	1163.89	1162.43	1163.20	2139	0	40
2017.01.04	22:30:00	1163.19	1164.16	1162.76	1163.42	2792	0	40
2017.01.04	23:00:00	1163.45	1164.23	1163.30	1163.96	1367	0	40
2017.01.04	23:30:00	1163.96	1164.12	1162.44	1162.96	380	0	40
2017.01.05	01:00:00	1163.11	1163.93	1162.97	1163.80	508	0	47
2017.01.05	01:30:00	1163.77	1165.79	1162.82	1165.71	1043	0	40
2017.01.05	02:00:00	1165.77	1169.51	1165.77	1168.26	3432	0	40
2017.01.05	02:30:00	1168.30	1172.42	1167.61	1171.65	3143	0	40
2017.01.05	03:00:00	1171.66	1172.84	1169.94	1170.29	3611	0	40
2017.01.05	03:30:00	1170.29	1171.73	1170.15	1171.18	2768	0	40
2017.01.05	04:00:00	1171.16	1172.74	1170.78	1172.42	2260	0	40
2017.01.05	04:30:00	1172.47	1172.72	1171.51	1172.28	2166	0	40
2017.01.05	05:00:00	1172.24	1174.17	1172.23	1173.42	3297	0	40
2017.01.05	05:30:00	1173.49	1173.64	1172.89	1173.23	1826	0	40
2017.01.05	06:00:00	1173.22	1173.61	1172.88	1173.46	1403	0	40
2017.01.05	06:30:00	1173.41	1173.71	1172.89	1173.41	1720	0	43
2017.01.05	07:00:00	1173.41	1175.98	1173.21	1175.78	3569	0	40
2017.01.05	07:30:00	1175.88	1177.44	1174.45	1175.05	4465	0	40
2017.01.05	08:00:00	1175.01	1177.07	1174.24	1176.29	3604	0	40
2017.01.05	08:30:00	1176.19	1178.93	1176.15	1178.37	3263	0	40
2017.01.05	09:00:00	1178.36	1178.71	1176.41	1177.28	2543	0	40
2017.01.05	09:30:00	1177.28	1178.50	1176.58	1177.37	2813	0	40
2017.01.05	10:00:00	1177.29	1179.21	1174.80	1175.04	5758	0	40
2017.01.05	10:30:00	1175.03	1175.40	1171.74	1173.44	4874	0	40
2017.01.05	11:00:00	1173.44	1174.11	1171.08	1171.54	2882	0	40
2017.01.05	11:30:00	1171.50	1172.93	1170.41	1172.69	4739	0	40
2017.01.05	12:00:00	1172.76	1173.54	1172.42	1172.66	3472	0	40
2017.01.05	12:30:00	1172.67	1173.37	1170.84	1171.14	3157	0	40
2017.01.05	13:00:00	1171.16	1171.89	1170.33	1171.53	3606	0	40
2017.01.05	13:30:00	1171.55	1172.74	1171.55	1171.66	2388	0	40
2017.01.05	14:00:00	1171.65	1173.79	1170.65	1173.50	2503	0	40
2017.01.05	14:30:00	1173.48	1174.34	1172.59	1172.72	2151	0	40
2017.01.05	15:00:00	1172.75	1175.57	1171.18	1174.47	6097	0	40
2017.01.05	15:30:00	1174.52	1176.56	1173.19	1175.51	6377	0	40
2017.01.05	16:00:00	1175.51	1177.93	1175.03	1176.92	5848	0	40
2017.01.05	16:30:00	1176.91	1178.91	1176.32	1176.77	6233	0	40
2017.01.05	17:00:00	1176.90	1182.04	1175.92	1179.75	7390	0	40
2017.01.05	17:30:00	1179.81	1182.03	1178.74	1181.23	7556	0	40
2017.01.05	18:00:00	1181.27	1183.89	1180.73	1182.45	6559	0	40
2017.01.05	18:30:00	1182.42	1184.91	1181.61	1182.34	4719	0	40
2017.01.05	19:00:00	1182.34	1183.33	1181.73	1182.80	3179	0	40
2017.01.05	19:30:00	1182.80	1182.94	1181.73	1181.88	2534	0	40
2017.01.05	20:00:00	1181.91	1182.20	1180.17	1180.41	3921	0	40
2017.01.05	20:30:00	1180.43	1182.08	1179.67	1181.58	3480	0	40
2017.01.05	21:00:00	1181.59	1181.80	1179.58	1181.18	2821	0	40
2017.01.05	21:30:00	1181.18	1181.97	1179.86	1180.70	2060	0	40
2017.01.05	22:00:00	1180.74	1181.00	1179.78	1180.27	1653	0	40
2017.01.05	22:30:00	1180.30	1181.23	1180.10	1180.94	1812	0	40
2017.01.05	23:00:00	1180.99	1181.06	1179.74	1180.11	826	0	40
2017.01.05	23:30:00	1180.09	1180.49	1179.84	1179.84	418	0	40
2017.01.06	01:00:00	1179.72	1180.36	1179.63	1179.75	519	0	40
2017.01.06	01:30:00	1179.76	1181.14	1179.14	1180.65	1624	0	40
2017.01.06	02:00:00	1180.65	1181.27	1178.69	1179.51	1989	0	40
2017.01.06	02:30:00	1179.59	1179.86	1178.14	1178.47	2625	0	40
2017.01.06	03:00:00	1178.50	1179.09	1176.93	1177.40	2849	0	40
2017.01.06	03:30:00	1177.43	1178.42	1176.61	1177.37	2226	0	40
2017.01.06	04:00:00	1177.40	1177.94	1176.53	1177.55	2760	0	40
2017.01.06	04:30:00	1177.54	1179.15	1177.54	1178.64	2698	0	40
2017.01.06	05:00:00	1178.64	1179.70	1178.35	1178.52	2756	0	40
2017.01.06	05:30:00	1178.52	1178.52	1177.04	1178.31	2542	0	40
2017.01.06	06:00:00	1178.31	1178.90	1177.78	1177.91	1630	0	40
2017.01.06	06:30:00	1177.93	1181.90	1175.71	1177.43	2381	0	40
2017.01.06	07:00:00	1177.44	1177.46	1176.00	1176.11	2309	0	40
2017.01.06	07:30:00	1176.12	1177.05	1175.30	1176.16	2501	0	40
2017.01.06	08:00:00	1176.16	1177.05	1175.61	1175.94	2072	0	40
2017.01.06	08:30:00	1175.93	1176.56	1173.71	1174.29	2492	0	40
2017.01.06	09:00:00	1174.32	1174.76	1173.64	1174.59	2186	0	40
2017.01.06	09:30:00	1174.56	1175.17	1173.70	1174.60	2564	0	40
2017.01.06	10:00:00	1174.63	1176.14	1174.38	1175.83	3557	0	40
2017.01.06	10:30:00	1175.81	1176.85	1175.49	1176.66	2209	0	40
2017.01.06	11:00:00	1176.69	1177.85	1175.92	1177.51	2805	0	40
2017.01.06	11:30:00	1177.51	1178.52	1177.40	1178.08	3104	0	40
2017.01.06	12:00:00	1178.17	1178.49	1177.40	1178.16	2787	0	41
2017.01.06	12:30:00	1178.15	1179.10	1177.58	1178.98	2710	0	40
2017.01.06	13:00:00	1179.00	1179.25	1177.40	1177.78	2318	0	40
2017.01.06	13:30:00	1177.80	1178.45	1176.82	1177.27	2141	0	40
2017.01.06	14:00:00	1177.26	1177.26	1175.63	1175.87	2317	0	40
2017.01.06	14:30:00	1175.85	1176.34	1175.32	1175.92	2563	0	40
2017.01.06	15:00:00	1175.95	1178.87	1175.56	1178.16	4716	0	40
2017.01.06	15:30:00	1178.26	1182.44	1171.50	1173.48	9991	0	40
2017.01.06	16:00:00	1173.51	1175.39	1172.01	1173.21	5545	0	40
2017.01.06	16:30:00	1173.21	1179.05	1173.02	1176.30	6835	0	40
2017.01.06	17:00:00	1176.25	1178.64	1175.35	1175.55	5012	0	40
2017.01.06	17:30:00	1175.55	1177.52	1175.26	1175.42	3989	0	40
2017.01.06	18:00:00	1175.47	1176.20	1172.05	1172.05	4870	0	40
2017.01.06	18:30:00	1171.99	1173.77	1171.02	1173.15	4728	0	40
2017.01.06	19:00:00	1173.15	1173.45	1172.21	1172.81	3328	0	40
2017.01.06	19:30:00	1172.82	1174.70	1172.20	1173.83	2954	0	40
2017.01.06	20:00:00	1173.83	1174.51	1172.73	1172.74	3118	0	40
2017.01.06	20:30:00	1172.76	1172.81	1170.80	1170.90	3449	0	40
2017.01.06	21:00:00	1170.92	1172.79	1170.89	1171.83	2401	0	40
2017.01.06	21:30:00	1171.82	1172.44	1171.29	1172.08	1213	0	40
2017.01.06	22:00:00	1172.11	1172.47	1171.12	1172.47	1292	0	40
2017.01.06	22:30:00	1172.47	1173.12	1171.31	1172.77	1809	0	40
2017.01.06	23:00:00	1172.76	1172.83	1171.75	1172.11	341	0	44
2017.01.06	23:30:00	1172.14	1172.75	1171.64	1172.30	435	0	40
2017.01.09	01:00:00	1171.67	1173.38	1171.52	1172.98	965	0	40
2017.01.09	01:30:00	1173.00	1173.84	1172.65	1173.72	683	0	43
2017.01.09	02:00:00	1173.72	1174.51	1172.91	1173.00	879	0	40
2017.01.09	02:30:00	1173.08	1174.25	1172.51	1174.05	1936	0	40
2017.01.09	03:00:00	1174.05	1175.86	1173.75	1174.91	2043	0	40
2017.01.09	03:30:00	1174.91	1175.83	1174.72	1175.39	1191	0	40
2017.01.09	04:00:00	1175.37	1176.50	1174.82	1175.79	1929	0	40
2017.01.09	04:30:00	1175.84	1176.08	1174.89	1175.12	2116	0	40
2017.01.09	05:00:00	1175.12	1175.64	1175.00	1175.11	1676	0	42
2017.01.09	05:30:00	1175.12	1175.19	1174.24	1174.56	1996	0	40
2017.01.09	06:00:00	1174.56	1174.92	1174.05	1174.65	1560	0	40
2017.01.09	06:30:00	1174.65	1174.76	1174.19	1174.44	1215	0	40
2017.01.09	07:00:00	1174.43	1174.78	1173.79	1174.40	1925	0	40
2017.01.09	07:30:00	1174.41	1174.55	1172.81	1173.53	2330	0	40
2017.01.09	08:00:00	1173.54	1174.10	1172.83	1173.79	2911	0	40
2017.01.09	08:30:00	1173.77	1174.39	1172.90	1173.98	2397	0	40
2017.01.09	09:00:00	1173.97	1174.57	1173.12	1173.64	3231	0	40
2017.01.09	09:30:00	1173.62	1174.05	1173.04	1173.83	2621	0	40
2017.01.09	10:00:00	1173.83	1177.69	1173.83	1177.39	4291	0	40
2017.01.09	10:30:00	1177.37	1178.13	1176.25	1177.72	3684	0	40
2017.01.09	11:00:00	1177.78	1178.50	1177.32	1177.76	3536	0	40
2017.01.09	11:30:00	1177.75	1178.26	1175.65	1175.88	4135	0	40
2017.01.09	12:00:00	1175.88	1176.62	1175.30	1175.86	2943	0	40
2017.01.09	12:30:00	1175.88	1176.85	1175.26	1176.62	2346	0	40
2017.01.09	13:00:00	1176.62	1179.64	1176.42	1178.78	3615	0	40
2017.01.09	13:30:00	1178.86	1180.78	1178.55	1179.63	4307	0	40
2017.01.09	14:00:00	1179.63	1180.25	1178.74	1179.01	3305	0	40
2017.01.09	14:30:00	1179.03	1179.51	1178.00	1178.29	2538	0	40
2017.01.09	15:00:00	1178.30	1181.51	1178.01	1181.21	4115	0	40
2017.01.09	15:30:00	1181.19	1181.64	1180.20	1180.50	4737	0	40
2017.01.09	16:00:00	1180.50	1181.19	1179.12	1179.37	5259	0	40
2017.01.09	16:30:00	1179.34	1181.81	1178.11	1178.30	6827	0	40
2017.01.09	17:00:00	1178.30	1179.81	1177.38	1178.31	4920	0	40
2017.01.09	17:30:00	1178.31	1179.41	1177.80	1178.80	4301	0	40
2017.01.09	18:00:00	1178.80	1182.82	1178.75	1181.92	5434	0	40
2017.01.09	18:30:00	1181.93	1183.87	1181.91	1183.03	4892	0	40
2017.01.09	19:00:00	1183.09	1184.03	1181.55	1182.48	3597	0	40
2017.01.09	19:30:00	1182.47	1182.94	1182.28	1182.60	1813	0	40
2017.01.09	20:00:00	1182.58	1184.61	1182.29	1184.55	2426	0	40
2017.01.09	20:30:00	1184.48	1186.03	1183.18	1183.22	2146	0	40
2017.01.09	21:00:00	1183.21	1184.24	1182.86	1183.38	1826	0	40
2017.01.09	21:30:00	1183.37	1184.56	1183.27	1184.22	1591	0	40
2017.01.09	22:00:00	1184.23	1184.75	1182.54	1182.70	1495	0	40
2017.01.09	22:30:00	1182.66	1183.17	1182.27	1182.38	1399	0	40
2017.01.09	23:00:00	1182.34	1182.37	1181.19	1181.63	1117	0	40
2017.01.09	23:30:00	1181.57	1181.60	1180.11	1180.37	296	0	40
2017.01.10	01:00:00	1180.32	1182.45	1180.32	1181.65	961	0	42
2017.01.10	01:30:00	1181.59	1182.63	1180.89	1182.43	829	0	40
2017.01.10	02:00:00	1182.39	1183.40	1181.49	1182.01	1521	0	40
2017.01.10	02:30:00	1181.88	1182.55	1180.82	1181.51	2484	0	40
2017.01.10	03:00:00	1181.53	1182.82	1180.68	1182.37	2083	0	40
2017.01.10	03:30:00	1182.34	1182.39	1180.25	1180.95	2522	0	40
2017.01.10	04:00:00	1180.95	1181.73	1180.07	1181.62	1682	0	40
2017.01.10	04:30:00	1181.58	1185.30	1181.44	1184.21	3143	0	40
2017.01.10	05:00:00	1184.14	1185.18	1184.05	1184.96	1982	0	40
2017.01.10	05:30:00	1184.98	1187.14	1184.86	1185.94	2747	0	40
2017.01.10	06:00:00	1185.92	1186.28	1185.38	1186.18	1333	0	40
2017.01.10	06:30:00	1186.18	1186.24	1184.48	1184.59	1572	0	40
2017.01.10	07:00:00	1184.67	1185.43	1183.76	1185.11	1567	0	40
2017.01.10	07:30:00	1185.10	1186.33	1184.55	1186.24	2974	0	40
2017.01.10	08:00:00	1186.16	1187.49	1186.13	1187.36	2379	0	40
2017.01.10	08:30:00	1187.25	1187.25	1185.00	1185.55	1380	0	40
2017.01.10	09:00:00	1185.53	1186.71	1185.38	1185.61	1829	0	40
2017.01.10	09:30:00	1185.65	1186.11	1183.42	1184.11	2662	0	40
2017.01.10	10:00:00	1184.10	1184.99	1182.96	1183.92	3799	0	40
2017.01.10	10:30:00	1183.95	1185.26	1183.79	1185.21	1516	0	40
2017.01.10	11:00:00	1185.21	1185.31	1182.59	1183.02	2399	0	40
2017.01.10	11:30:00	1183.01	1184.59	1183.00	1183.89	2633	0	40
2017.01.10	12:00:00	1183.92	1184.30	1182.79	1183.35	1912	0	40
2017.01.10	12:30:00	1183.41	1185.92	1183.19	1185.27	2335	0	40
2017.01.10	13:00:00	1185.27	1185.31	1183.59	1184.17	1058	0	40
2017.01.10	13:30:00	1184.19	1184.72	1183.34	1184.06	1369	0	40
2017.01.10	14:00:00	1184.02	1185.30	1183.68	1184.94	1938	0	40
2017.01.10	14:30:00	1184.99	1185.04	1181.21	1181.99	3295	0	40
2017.01.10	15:00:00	1182.00	1182.78	1180.93	1181.86	3743	0	40
2017.01.10	15:30:00	1181.87	1184.30	1181.54	1184.13	2818	0	40
2017.01.10	16:00:00	1184.13	1185.50	1183.03	1185.01	3954	0	40
2017.01.10	16:30:00	1185.01	1190.48	1185.00	1188.80	7794	0	40
2017.01.10	17:00:00	1188.80	1190.28	1187.17	1187.37	5748	0	40
2017.01.10	17:30:00	1187.39	1189.05	1186.67	1188.67	4958	0	40
2017.01.10	18:00:00	1188.64	1188.80	1187.03	1187.41	5602	0	40
2017.01.10	18:30:00	1187.43	1188.23	1186.80	1187.80	3959	0	40
2017.01.10	19:00:00	1187.82	1188.57	1182.64	1182.83	4839	0	40
2017.01.10	19:30:00	1182.84	1184.60	1181.94	1184.09	2935	0	40
2017.01.10	20:00:00	1184.12	1185.81	1183.01	1185.74	3047	0	40
2017.01.10	20:30:00	1185.74	1187.35	1185.40	1186.65	3025	0	40
2017.01.10	21:00:00	1186.65	1187.11	1185.96	1186.83	1571	0	40
2017.01.10	21:30:00	1186.84	1187.10	1186.12	1186.62	1327	0	40
2017.01.10	22:00:00	1186.55	1186.89	1185.42	1186.17	1284	0	40
2017.01.10	22:30:00	1186.16	1187.45	1185.81	1187.07	1527	0	40
2017.01.10	23:00:00	1187.09	1187.89	1186.77	1187.89	702	0	40
2017.01.10	23:30:00	1187.87	1188.00	1187.23	1187.42	235	0	43
2017.01.11	01:00:00	1187.80	1187.80	1186.55	1186.82	399	0	40
2017.01.11	01:30:00	1186.79	1186.90	1185.85	1185.98	377	0	43
2017.01.11	02:00:00	1185.97	1188.82	1185.97	1187.66	1445	0	40
2017.01.11	02:30:00	1187.64	1188.22	1186.79	1187.59	1610	0	40
2017.01.11	03:00:00	1187.64	1187.74	1185.52	1187.16	2379	0	40
2017.01.11	03:30:00	1187.18	1189.02	1186.61	1187.81	1612	0	40
2017.01.11	04:00:00	1187.85	1188.15	1186.54	1186.76	1851	0	40
2017.01.11	04:30:00	1186.76	1187.48	1186.12	1186.94	1137	0	40
2017.01.11	05:00:00	1186.93	1188.07	1186.50	1187.87	1370	0	40
2017.01.11	05:30:00	1187.86	1188.34	1187.29	1187.48	2433	0	40
2017.01.11	06:00:00	1187.48	1188.03	1186.76	1187.43	2327	0	40
2017.01.11	06:30:00	1187.44	1188.36	1187.04	1187.99	1862	0	40
2017.01.11	07:00:00	1187.98	1188.70	1187.68	1188.45	1741	0	40
2017.01.11	07:30:00	1188.46	1188.99	1187.88	1188.98	2739	0	40
2017.01.11	08:00:00	1188.98	1189.50	1188.68	1188.80	2575	0	40
2017.01.11	08:30:00	1188.81	1190.66	1188.71	1190.26	1981	0	40
2017.01.11	09:00:00	1190.28	1190.28	1188.54	1188.95	2639	0	40
2017.01.11	09:30:00	1188.95	1189.18	1187.89	1188.51	2830	0	40
2017.01.11	10:00:00	1188.49	1190.63	1187.16	1190.31	4057	0	40
2017.01.11	10:30:00	1190.31	1191.17	1189.62	1190.10	3301	0	40
2017.01.11	11:00:00	1190.09	1190.27	1188.83	1189.53	2209	0	40
2017.01.11	11:30:00	1189.48	1189.55	1187.73	1188.36	1816	0	40
2017.01.11	12:00:00	1188.36	1188.97	1187.33	1187.33	2379	0	40
2017.01.11	12:30:00	1187.38	1188.55	1186.85	1188.24	2111	0	40
2017.01.11	13:00:00	1188.24	1189.25	1187.82	1188.95	2216	0	40
2017.01.11	13:30:00	1188.95	1190.10	1188.95	1189.05	2294	0	40
2017.01.11	14:00:00	1189.01	1189.17	1187.21	1187.87	3505	0	40
2017.01.11	14:30:00	1187.88	1189.38	1187.47	1188.51	3053	0	40
2017.01.11	15:00:00	1188.49	1189.28	1187.38	1187.76	3566	0	40
2017.01.11	15:30:00	1187.75	1188.56	1186.87	1187.87	3748	0	40
2017.01.11	16:00:00	1187.88	1188.39	1184.17	1184.32	3615	0	40
2017.01.11	16:30:00	1184.30	1184.45	1179.47	1180.37	6189	0	40
2017.01.11	17:00:00	1180.37	1180.37	1177.06	1177.77	6068	0	40
2017.01.11	17:30:00	1177.80	1180.75	1177.33	1180.34	4978	0	40
2017.01.11	18:00:00	1180.32	1186.58	1178.30	1186.26	6524	0	40
2017.01.11	18:30:00	1186.19	1188.89	1182.90	1182.91	8760	0	40
2017.01.11	19:00:00	1182.97	1186.52	1180.03	1183.91	7203	0	40
2017.01.11	19:30:00	1183.98	1189.50	1183.11	1188.57	6459	0	40
2017.01.11	20:00:00	1188.57	1196.76	1188.18	1196.58	8329	0	40
2017.01.11	20:30:00	1196.58	1198.13	1193.47	1194.78	7102	0	40
2017.01.11	21:00:00	1194.78	1195.81	1191.93	1192.85	4201	0	40
2017.01.11	21:30:00	1192.87	1193.16	1190.02	1191.71	3440	0	40
2017.01.11	22:00:00	1191.75	1192.03	1189.41	1190.06	2475	0	40
2017.01.11	22:30:00	1190.07	1191.47	1189.83	1190.85	2221	0	40
2017.01.11	23:00:00	1190.81	1191.92	1190.77	1191.76	898	0	40
2017.01.11	23:30:00	1191.76	1191.82	1191.08	1191.46	313	0	46
2017.01.12	01:00:00	1190.53	1193.12	1190.38	1192.93	692	0	40
2017.01.12	01:30:00	1192.96	1194.27	1192.71	1193.34	1418	0	40
2017.01.12	02:00:00	1193.33	1195.11	1192.71	1193.96	2443	0	40
2017.01.12	02:30:00	1193.99	1194.59	1193.30	1194.39	1734	0	40
2017.01.12	03:00:00	1194.32	1194.98	1193.28	1193.60	2599	0	40
2017.01.12	03:30:00	1193.60	1195.84	1193.34	1195.22	3615	0	40
2017.01.12	04:00:00	1195.19	1197.75	1195.07	1196.75	5207	0	40
2017.01.12	04:30:00	1196.75	1198.65	1196.63	1197.15	2924	0	40
2017.01.12	05:00:00	1197.14	1197.80	1196.18	1197.01	1462	0	40
2017.01.12	05:30:00	1197.06	1198.07	1196.72	1197.66	1781	0	40
2017.01.12	06:00:00	1197.68	1198.04	1196.48	1196.87	1699	0	42
2017.01.12	06:30:00	1196.87	1197.61	1196.25	1197.14	1680	0	40
2017.01.12	07:00:00	1197.16	1197.52	1196.44	1197.40	2097	0	40
2017.01.12	07:30:00	1197.39	1198.41	1197.14	1198.41	2717	0	40
2017.01.12	08:00:00	1198.42	1198.97	1197.83	1198.62	2040	0	40
2017.01.12	08:30:00	1198.65	1200.83	1198.33	1200.71	2147	0	40
2017.01.12	09:00:00	1200.66	1200.89	1199.61	1200.33	2437	0	40
2017.01.12	09:30:00	1200.30	1200.79	1199.24	1199.87	3134	0	40
2017.01.12	10:00:00	1199.86	1203.18	1199.46	1202.93	4152	0	40
2017.01.12	10:30:00	1202.92	1206.81	1202.51	1204.57	4945	0	40
2017.01.12	11:00:00	1204.64	1204.68	1202.69	1203.57	3759	0	40
2017.01.12	11:30:00	1203.59	1205.40	1203.44	1205.29	3678	0	40
2017.01.12	12:00:00	1205.28	1205.50	1203.21	1204.13	3145	0	40
2017.01.12	12:30:00	1204.13	1206.42	1203.84	1205.10	3073	0	40
2017.01.12	13:00:00	1205.10	1205.57	1203.17	1204.33	3168	0	40
2017.01.12	13:30:00	1204.26	1205.41	1203.61	1204.66	2804	0	40
2017.01.12	14:00:00	1204.71	1206.20	1203.82	1205.26	3129	0	40
